time,city,CO,NO,NO2,NOx,SO2
2015/01/01 00:00,Taipei,0.79,1.2,16,17,12
2015/01/01 01:00,Taipei,0.8,1.3,16,17,11
2015/01/01 02:00,Taipei,0.71,1,13,14,8
2015/01/01 03:00,Taipei,0.66,0.8,11,12,6.5
2015/01/01 04:00,Taipei,0.53,0.6,10,11,5.5
2015/01/01 05:00,Taipei,0.5,0.8,11,12,5.7
2015/01/01 06:00,Taipei,0.57,1.4,18,19,5.8
2015/01/01 07:00,Taipei,0.61,2.3,17,20,6.5
2015/01/01 08:00,Taipei,0.59,2.9,15,18,6.8
2015/01/01 09:00,Taipei,0.6,4.1,16,20,5.9
2015/01/01 10:00,Taipei,0.55,4.2,14,18,5.2
2015/01/01 11:00,Taipei,0.51,3.8,13,17,4.5
2015/01/01 12:00,Taipei,0.47,4.2,12,16,3.7
2015/01/01 13:00,Taipei,0.42,2.9,10,13,3.3
2015/01/01 14:00,Taipei,0.41,3,12,15,3
2015/01/01 15:00,Taipei,0.42,2.4,13,16,3
2015/01/01 16:00,Taipei,0.45,1.8,14,16,3.2
2015/01/01 17:00,Taipei,0.46,2,16,18,3
2015/01/01 18:00,Taipei,0.45,2.5,18,20,3.2
2015/01/01 19:00,Taipei,0.48,2.8,21,24,3.3
2015/01/01 20:00,Taipei,0.52,3.3,23,27,2.4
2015/01/01 21:00,Taipei,0.43,3.2,19,23,2.3
2015/01/01 22:00,Taipei,0.4,2.7,17,20,2.2
2015/01/01 23:00,Taipei,0.35,1.6,14,15,2.2
2015/01/15 00:00,Taipei,0.35,1.7,9.7,11,1.6
2015/01/15 01:00,Taipei,0.32,1.4,8.3,9.6,1.4
2015/01/15 02:00,Taipei,0.31,1.4,7.9,9.3,1.6
2015/01/15 03:00,Taipei,0.29,1.7,6.9,8.6,1.3
2015/01/15 04:00,Taipei,0.29,1.9,7,8.8,1.5
2015/01/15 05:00,Taipei,0.32,1.9,10,12,1.7
2015/01/15 06:00,Taipei,0.42,6.6,19,26,1.8
2015/01/15 07:00,Taipei,0.73,11,24,35,2
2015/01/15 08:00,Taipei,0.8,13,25,38,2
2015/01/15 09:00,Taipei,0.6,10,21,32,1.9
2015/01/15 10:00,Taipei,0.52,9.6,20,29,1.7
2015/01/15 11:00,Taipei,0.51,9.2,21,30,1.8
2015/01/15 12:00,Taipei,0.45,5.4,17,23,1.6
2015/01/15 13:00,Taipei,0.48,6,20,26,1.8
2015/01/15 14:00,Taipei,0.57,9.8,26,36,2.1
2015/01/15 15:00,Taipei,0.46,7.3,23,30,3.2
2015/01/15 16:00,Taipei,0.53,8.1,26,34,2.2
2015/01/15 17:00,Taipei,0.64,6.2,26,32,1.8
2015/01/15 18:00,Taipei,0.73,6.6,26,33,1.5
2015/01/15 19:00,Taipei,0.52,3.2,18,22,1.5
2015/01/15 20:00,Taipei,0.56,5.4,24,29,1.4
2015/01/15 21:00,Taipei,0.53,4.9,22,27,1.4
2015/01/15 22:00,Taipei,0.56,4.8,22,27,1.5
2015/01/15 23:00,Taipei,0.4,2.4,16,18,1.4
2015/02/01 00:00,Taipei,0.43,1.2,13,14,1.3
2015/02/01 01:00,Taipei,0.34,0.9,9.4,10,0.9
2015/02/01 02:00,Taipei,0.28,0.9,8.3,9.2,2
2015/02/01 03:00,Taipei,0.26,-0.4,7.1,6.7,3.4
2015/02/01 04:00,Taipei,0.25,0,5.8,5.8,1.8
2015/02/01 05:00,Taipei,0.25,0,7,6.9,1.6
2015/02/01 06:00,Taipei,0.29,0.8,12,12,1.7
2015/02/01 07:00,Taipei,0.36,1.7,14,16,0.8
2015/02/01 08:00,Taipei,0.36,3.1,14,17,0.9
2015/02/01 09:00,Taipei,0.33,3.6,10,14,0.9
2015/02/01 10:00,Taipei,0.32,3.7,9.6,13,0.9
2015/02/01 11:00,Taipei,0.33,3,9.6,13,0.9
2015/02/01 12:00,Taipei,0.35,3.5,12,15,1
2015/02/01 13:00,Taipei,0.34,2.5,13,15,1.1
2015/02/01 14:00,Taipei,0.37,3.1,15,18,1
2015/02/01 15:00,Taipei,0.39,3.8,15,19,1
2015/02/01 16:00,Taipei,0.43,4.3,18,22,1.1
2015/02/01 17:00,Taipei,0.55,4.3,20,24,1.1
2015/02/01 18:00,Taipei,0.46,1.9,18,20,1
2015/02/01 19:00,Taipei,0.46,2.8,17,20,0.9
2015/02/01 20:00,Taipei,0.46,1.8,17,19,1
2015/02/01 21:00,Taipei,0.48,1.8,18,20,0.9
2015/02/01 22:00,Taipei,0.45,1.7,16,18,1
2015/02/01 23:00,Taipei,0.36,0,13,13,1.1
2015/02/14 00:00,Taipei,0.71,0.2,18,-0.2,1.6
2015/02/14 01:00,Taipei,0.67,0.2,18,-0.2,2.3
2015/02/14 02:00,Taipei,0.42,0.2,18,-0.2,2.4
2015/02/14 03:00,Taipei,0.37,0.2,18,-0.2,2.1
2015/02/14 04:00,Taipei,0.47,0.2,18,-0.2,2
2015/02/14 05:00,Taipei,0.54,0.2,18,-0.2,2
2015/02/14 06:00,Taipei,0.46,0.2,18,-0.2,2.3
2015/02/14 07:00,Taipei,0.61,0.2,18,-0.2,2.5
2015/02/14 08:00,Taipei,0.64,0.2,18,-0.2,2.5
2015/02/14 09:00,Taipei,0.54,0.2,18,-0.2,2.1
2015/02/14 10:00,Taipei,0.45,2.3,12,14,2
2015/02/14 11:00,Taipei,0.54,0.2,12,-0.2,2.4
2015/02/14 12:00,Taipei,0.5,0.2,12,-0.2,2.4
2015/02/14 13:00,Taipei,0.53,5.5,21,27,2.5
2015/02/14 14:00,Taipei,0.51,2.7,20,22,2.4
2015/02/14 15:00,Taipei,0.53,2.7,20,23,2.4
2015/02/14 16:00,Taipei,0.64,2.5,28,30,3.1
2015/02/14 17:00,Taipei,0.87,2.7,37,39,2.7
2015/02/14 18:00,Taipei,0.83,2,31,33,2.5
2015/02/14 19:00,Taipei,0.92,4.7,36,41,2.3
2015/02/14 20:00,Taipei,0.83,4.7,34,39,2.5
2015/02/14 21:00,Taipei,0.89,5.2,36,41,2.6
2015/02/14 22:00,Taipei,0.93,4.5,37,41,2.7
2015/02/14 23:00,Taipei,0.72,1.6,27,29,2.4
2015/03/01 00:00,Taipei,0.32,0.4,9.6,10,1.2
2015/03/01 01:00,Taipei,0.29,0.4,9.1,9.5,1.6
2015/03/01 02:00,Taipei,0.22,1,5.9,6.9,1.5
2015/03/01 03:00,Taipei,0.18,-0.4,3.8,3.4,1.5
2015/03/01 04:00,Taipei,0.23,-0.4,5.3,4.9,1.4
2015/03/01 05:00,Taipei,0.26,-0.6,6.8,6.1,1.4
2015/03/01 06:00,Taipei,0.32,0,11,11,1.3
2015/03/01 07:00,Taipei,0.38,1.6,14,15,1.4
2015/03/01 08:00,Taipei,0.43,3.9,15,19,1.5
2015/03/01 09:00,Taipei,0.45,3.9,15,19,1.7
2015/03/01 10:00,Taipei,0.51,4.8,17,22,1.9
2015/03/01 11:00,Taipei,0.52,5.4,17,22,1.7
2015/03/01 12:00,Taipei,0.52,5.8,15,21,1.8
2015/03/01 13:00,Taipei,0.5,4.6,14,19,1.7
2015/03/01 14:00,Taipei,0.49,4.1,15,19,1.7
2015/03/01 15:00,Taipei,0.48,3.9,15,19,1.7
2015/03/01 16:00,Taipei,0.49,3.7,16,20,1.6
2015/03/01 17:00,Taipei,0.49,2.9,16,18,1.6
2015/03/01 18:00,Taipei,0.56,4.5,21,26,1.7
2015/03/01 19:00,Taipei,0.58,4.2,23,27,1.6
2015/03/01 20:00,Taipei,0.58,5.2,23,28,1.7
2015/03/01 21:00,Taipei,0.58,4.4,24,28,2.1
2015/03/01 22:00,Taipei,0.51,2.8,20,23,2.8
2015/03/01 23:00,Taipei,0.4,2,14,16,1.9
2015/03/15 00:00,Taipei,1.94,49,46,95,5.4
2015/03/15 01:00,Taipei,1.41,37,37,74,6.4
2015/03/15 02:00,Taipei,1.3,28,35,63,7.3
2015/03/15 03:00,Taipei,1.44,32,38,70,5.5
2015/03/15 04:00,Taipei,1.49,34,40,74,4.7
2015/03/15 05:00,Taipei,1.36,30,39,69,4
2015/03/15 06:00,Taipei,1.05,20,30,49,3
2015/03/15 07:00,Taipei,1.05,18,26,44,2.2
2015/03/15 08:00,Taipei,0.91,13,22,35,1.9
2015/03/15 09:00,Taipei,0.85,11,23,34,1.7
2015/03/15 10:00,Taipei,0.84,6.2,25,32,2.1
2015/03/15 11:00,Taipei,0.76,4,22,26,2
2015/03/15 12:00,Taipei,0.67,1.9,20,22,3
2015/03/15 13:00,Taipei,0.62,1.7,20,22,4
2015/03/15 14:00,Taipei,0.64,1.8,22,23,5.5
2015/03/15 15:00,Taipei,0.69,2.4,25,28,4.5
2015/03/15 16:00,Taipei,0.61,1.4,23,24,3.1
2015/03/15 17:00,Taipei,0.94,1.5,29,31,2.4
2015/03/15 18:00,Taipei,1.03,2.9,37,40,3
2015/03/15 19:00,Taipei,2,11,59,69,3.7
2015/03/15 20:00,Taipei,1.74,17,59,76,4.2
2015/03/15 21:00,Taipei,1.52,23,54,76,9
2015/03/15 22:00,Taipei,1.21,13,48,61,7.5
2015/03/15 23:00,Taipei,0.97,5.3,43,48,5.7
2015/04/01 00:00,Taipei,1,7.1,37,44,3.3
2015/04/01 01:00,Taipei,0.91,7.1,34,41,4
2015/04/01 02:00,Taipei,0.69,6.2,29,35,4.8
2015/04/01 03:00,Taipei,0.59,6.7,22,29,4
2015/04/01 04:00,Taipei,0.64,6.3,22,29,3.7
2015/04/01 05:00,Taipei,0.75,18,24,43,5.9
2015/04/01 06:00,Taipei,1.02,41,25,66,6.2
2015/04/01 07:00,Taipei,1.47,40,24,64,3.9
2015/04/01 08:00,Taipei,1.36,26,30,56,3.2
2015/04/01 09:00,Taipei,1.1,14,34,48,2.8
2015/04/01 10:00,Taipei,0.89,6.1,27,33,2.8
2015/04/01 11:00,Taipei,0.68,0.8,27,-0.1,2.8
2015/04/01 12:00,Taipei,0.6,0.8,27,-0.1,2.8
2015/04/01 13:00,Taipei,0.45,0.8,27,-0.1,4.6
2015/04/01 14:00,Taipei,0.43,0.8,27,-0.1,4.2
2015/04/01 15:00,Taipei,0.53,3.6,25,29,4.3
2015/04/01 16:00,Taipei,0.7,6.8,33,40,4.1
2015/04/01 17:00,Taipei,0.85,8.3,40,48,4.1
2015/04/01 18:00,Taipei,1.66,12,54,65,4.2
2015/04/01 19:00,Taipei,2.06,18,65,84,7.9
2015/04/01 20:00,Taipei,1.98,35,63,98,6.6
2015/04/01 21:00,Taipei,1.93,21,60,81,4.5
2015/04/01 22:00,Taipei,1.88,50,49,99,7.7
2015/04/01 23:00,Taipei,1.34,35,38,73,11
2015/04/15 00:00,Taipei,0.95,8.3,52,60,7.3
2015/04/15 01:00,Taipei,0.92,16,51,66,12
2015/04/15 02:00,Taipei,0.78,11,46,57,8.6
2015/04/15 03:00,Taipei,0.81,14,44,58,12
2015/04/15 04:00,Taipei,0.88,22,45,67,12
2015/04/15 05:00,Taipei,0.8,20,40,60,10
2015/04/15 06:00,Taipei,0.9,29,39,68,8.9
2015/04/15 07:00,Taipei,1.14,29,44,73,7.5
2015/04/15 08:00,Taipei,1.51,26,57,83,4.9
2015/04/15 09:00,Taipei,1.45,16,62,78,4
2015/04/15 10:00,Taipei,0.84,5.6,35,41,2.6
2015/04/15 11:00,Taipei,0.46,2,16,18,4.9
2015/04/15 12:00,Taipei,0.46,3.1,22,25,5.2
2015/04/15 13:00,Taipei,0.41,3,22,25,4.4
2015/04/15 14:00,Taipei,0.39,2.7,19,21,4
2015/04/15 15:00,Taipei,0.42,2.2,18,20,4.6
2015/04/15 16:00,Taipei,0.41,1.7,18,20,4.5
2015/04/15 17:00,Taipei,0.6,1.7,26,28,4.3
2015/04/15 18:00,Taipei,1.38,2.3,51,54,4.3
2015/04/15 19:00,Taipei,1.66,6.7,73,79,6.4
2015/04/15 20:00,Taipei,1.38,8,65,73,9.1
2015/04/15 21:00,Taipei,1.58,15,70,85,7.3
2015/04/15 22:00,Taipei,1.04,2.6,45,47,3.6
2015/04/15 23:00,Taipei,0.95,1.3,41,43,4.2
2015/05/01 00:00,Taipei,0.45,0.6,17,17,3
2015/05/01 01:00,Taipei,0.36,0.3,11,12,1.8
2015/05/01 02:00,Taipei,0.36,0.8,11,12,1.8
2015/05/01 03:00,Taipei,0.36,1.7,12,14,1.8
2015/05/01 04:00,Taipei,0.37,2,13,15,1.9
2015/05/01 05:00,Taipei,0.6,7.4,27,35,3.9
2015/05/01 06:00,Taipei,0.79,20,32,53,8.8
2015/05/01 07:00,Taipei,0.87,14,32,46,3.7
2015/05/01 08:00,Taipei,0.79,8.6,27,35,2.9
2015/05/01 09:00,Taipei,0.84,7.7,29,37,3.2
2015/05/01 10:00,Taipei,0.79,4.1,23,27,5.7
2015/05/01 11:00,Taipei,0.77,3,32,35,8
2015/05/01 12:00,Taipei,0.81,3.2,26,29,7.1
2015/05/01 13:00,Taipei,0.82,3.2,29,32,7.3
2015/05/01 14:00,Taipei,0.58,2.7,23,26,6.5
2015/05/01 15:00,Taipei,0.64,2.8,24,27,5
2015/05/01 16:00,Taipei,0.84,2.6,33,35,2.2
2015/05/01 17:00,Taipei,0.8,3.2,31,34,2
2015/05/01 18:00,Taipei,1.15,12,47,59,2.5
2015/05/01 19:00,Taipei,0.86,7.4,37,45,2.3
2015/05/01 20:00,Taipei,0.75,4.6,28,33,2
2015/05/01 21:00,Taipei,0.68,4.4,24,29,2.2
2015/05/01 22:00,Taipei,0.78,4,29,33,1.8
2015/05/01 23:00,Taipei,0.78,5.5,30,36,2
2015/05/15 00:00,Taipei,0.81,6.8,27,34,5.2
2015/05/15 01:00,Taipei,0.54,2,18,20,3.1
2015/05/15 02:00,Taipei,0.39,0.9,11,12,2.6
2015/05/15 03:00,Taipei,0.57,18,19,37,6.8
2015/05/15 04:00,Taipei,0.41,9.4,18,27,6.9
2015/05/15 05:00,Taipei,0.45,18,17,35,9.2
2015/05/15 06:00,Taipei,0.6,15,18,33,4.9
2015/05/15 07:00,Taipei,1.05,20,29,50,4.4
2015/05/15 08:00,Taipei,1.37,15,38,53,4.9
2015/05/15 09:00,Taipei,0.88,4,27,31,7.8
2015/05/15 10:00,Taipei,0.37,2.2,14,16,3.9
2015/05/15 11:00,Taipei,0.33,2,11,13,3.4
2015/05/15 12:00,Taipei,0.37,1.7,13,14,4.2
2015/05/15 13:00,Taipei,0.3,1.4,11,13,3.3
2015/05/15 14:00,Taipei,0.29,0,11,-0.8,3.6
2015/05/15 15:00,Taipei,0.29,0,11,-0.8,3.6
2015/05/15 16:00,Taipei,0.33,3.5,16,19,3.4
2015/05/15 17:00,Taipei,0.4,2.7,16,18,5.1
2015/05/15 18:00,Taipei,0.46,1.8,19,21,9.2
2015/05/15 19:00,Taipei,0.58,1.9,23,25,11
2015/05/15 20:00,Taipei,0.52,2.6,24,26,15
2015/05/15 21:00,Taipei,0.55,2.9,23,26,9.4
2015/05/15 22:00,Taipei,0.73,8.5,29,38,6.5
2015/05/15 23:00,Taipei,0.76,7.7,28,36,5.3
2015/06/01 00:00,Taipei,0.54,0.7,23,23,3.7
2015/06/01 01:00,Taipei,0.45,0.9,20,21,2.8
2015/06/01 02:00,Taipei,0.42,0.6,21,22,3.5
2015/06/01 03:00,Taipei,0.36,1.2,13,14,2.7
2015/06/01 04:00,Taipei,0.38,1.3,12,14,2.1
2015/06/01 05:00,Taipei,0.39,1.3,14,15,2.4
2015/06/01 06:00,Taipei,0.46,10,17,27,2.4
2015/06/01 07:00,Taipei,0.79,16,23,38,4
2015/06/01 08:00,Taipei,0.75,11,23,34,4.4
2015/06/01 09:00,Taipei,0.64,9.1,27,36,6.8
2015/06/01 10:00,Taipei,0.42,5.7,19,25,4
2015/06/01 11:00,Taipei,0.32,3.6,15,18,3.3
2015/06/01 12:00,Taipei,0.37,3.7,18,21,3.6
2015/06/01 13:00,Taipei,0.31,2.7,17,20,3.5
2015/06/01 14:00,Taipei,0.33,2.2,17,19,5.5
2015/06/01 15:00,Taipei,0.45,1.7,20,21,4.4
2015/06/01 16:00,Taipei,0.36,1.5,16,18,3.5
2015/06/01 17:00,Taipei,0.44,2,18,20,3.5
2015/06/01 18:00,Taipei,0.75,4.7,27,32,4.3
2015/06/01 19:00,Taipei,1.38,5.9,52,58,6.1
2015/06/01 20:00,Taipei,1.19,4.6,48,53,5
2015/06/01 21:00,Taipei,1.2,6.3,47,53,4.6
2015/06/01 22:00,Taipei,1.25,5.5,45,51,4
2015/06/01 23:00,Taipei,0.93,3.2,34,37,2.8
2015/06/15 00:00,Taipei,0.59,2.2,22,24,3.9
2015/06/15 01:00,Taipei,0.39,-0.2,14,14,2.9
2015/06/15 02:00,Taipei,0.3,0.2,13,13,3.2
2015/06/15 03:00,Taipei,0.29,0.7,14,14,3.1
2015/06/15 04:00,Taipei,0.33,7.2,20,27,5.2
2015/06/15 05:00,Taipei,0.32,13,18,31,7.1
2015/06/15 06:00,Taipei,0.45,16,20,36,6.6
2015/06/15 07:00,Taipei,0.93,19,32,51,6.2
2015/06/15 08:00,Taipei,1,9.8,35,45,6.8
2015/06/15 09:00,Taipei,0.47,3.8,22,25,6.9
2015/06/15 10:00,Taipei,0.39,2.8,19,22,7.2
2015/06/15 11:00,Taipei,0.32,2.1,17,19,5.7
2015/06/15 12:00,Taipei,0.29,1.3,14,15,4.7
2015/06/15 13:00,Taipei,0.24,0.6,13,14,4.2
2015/06/15 14:00,Taipei,0.23,0.9,13,14,3.8
2015/06/15 15:00,Taipei,0.22,1.3,15,16,4.2
2015/06/15 16:00,Taipei,0.67,3.7,37,40,4.9
2015/06/15 17:00,Taipei,0.92,16,49,65,27
2015/06/15 18:00,Taipei,1.21,21,51,72,24
2015/06/15 19:00,Taipei,1.2,14,49,63,18
2015/06/15 20:00,Taipei,1.06,10,45,55,12
2015/06/15 21:00,Taipei,0.91,6.6,40,47,9.9
2015/06/15 22:00,Taipei,0.92,7.6,36,44,6.8
2015/06/15 23:00,Taipei,0.55,2.4,23,25,3.6
2015/07/01 00:00,Taipei,0.36,2.1,25,27,4.6
2015/07/01 01:00,Taipei,0.28,1.9,18,20,3.4
2015/07/01 02:00,Taipei,0.27,1.2,18,19,4.2
2015/07/01 03:00,Taipei,0.24,0,15,15,4
2015/07/01 04:00,Taipei,0.2,0.4,15,15,3.7
2015/07/01 05:00,Taipei,0.22,0.7,11,11,2.7
2015/07/01 06:00,Taipei,0.29,3.1,13,16,2.8
2015/07/01 07:00,Taipei,0.38,6.5,16,23,3.7
2015/07/01 08:00,Taipei,0.36,5.4,16,22,3.5
2015/07/01 09:00,Taipei,0.26,2.4,14,17,3
2015/07/01 10:00,Taipei,0.24,1.6,12,14,2.7
2015/07/01 11:00,Taipei,0.26,1.2,13,14,3.5
2015/07/01 12:00,Taipei,0.24,0.6,12,13,3.7
2015/07/01 13:00,Taipei,0.21,0.9,11,12,3.9
2015/07/01 14:00,Taipei,0.21,1.1,12,13,3.9
2015/07/01 15:00,Taipei,0.23,0.9,12,13,4
2015/07/01 16:00,Taipei,0.24,0.8,13,13,3.4
2015/07/01 17:00,Taipei,0.33,1,15,16,3.1
2015/07/01 18:00,Taipei,0.45,1.2,22,23,4.5
2015/07/01 19:00,Taipei,0.39,0.6,20,20,3.7
2015/07/01 20:00,Taipei,0.45,0.3,21,21,3.9
2015/07/01 21:00,Taipei,0.46,3.1,27,30,6
2015/07/01 22:00,Taipei,0.49,4.3,32,36,6.7
2015/07/01 23:00,Taipei,0.46,6.2,29,35,6.4
2015/07/15 00:00,Taipei,0.36,2,14,16,1.7
2015/07/15 01:00,Taipei,0.41,2,17,19,2
2015/07/15 02:00,Taipei,0.3,1.3,12,13,1.8
2015/07/15 03:00,Taipei,0.28,0.2,13,13,2.3
2015/07/15 04:00,Taipei,0.44,8.1,31,40,7.7
2015/07/15 05:00,Taipei,0.46,5.2,29,34,5.8
2015/07/15 06:00,Taipei,0.62,13,29,42,7
2015/07/15 07:00,Taipei,0.6,6.6,27,34,7.4
2015/07/15 08:00,Taipei,0.74,5.6,27,33,8
2015/07/15 09:00,Taipei,0.59,3.3,25,29,9.2
2015/07/15 10:00,Taipei,0.48,2,22,24,6
2015/07/15 11:00,Taipei,0.37,1.3,20,22,4.8
2015/07/15 12:00,Taipei,0.31,1.3,15,16,3.6
2015/07/15 13:00,Taipei,0.25,0.8,11,12,2.6
2015/07/15 14:00,Taipei,0.25,0.9,12,13,2.8
2015/07/15 15:00,Taipei,0.29,1.6,13,15,2.7
2015/07/15 16:00,Taipei,0.31,1.7,15,16,2.7
2015/07/15 17:00,Taipei,0.75,5.2,41,46,12
2015/07/15 18:00,Taipei,0.76,1.6,28,30,2.8
2015/07/15 19:00,Taipei,1.06,4.6,42,47,4.7
2015/07/15 20:00,Taipei,0.85,3.7,36,40,3.4
2015/07/15 21:00,Taipei,0.83,3.8,35,39,2.7
2015/07/15 22:00,Taipei,0.78,2.1,32,34,2.7
2015/07/15 23:00,Taipei,0.54,0.7,22,23,2.2
2015/08/01 00:00,Taipei,0.63,13,31,44,10
2015/08/01 01:00,Taipei,0.54,8.3,28,37,10
2015/08/01 02:00,Taipei,0.56,14,27,41,9.3
2015/08/01 03:00,Taipei,0.39,13,24,36,6.3
2015/08/01 04:00,Taipei,0.44,23,23,46,7.8
2015/08/01 05:00,Taipei,0.5,15,23,38,6.5
2015/08/01 06:00,Taipei,0.69,22,23,45,6.8
2015/08/01 07:00,Taipei,0.6,21,22,43,7.9
2015/08/01 08:00,Taipei,0.49,12,20,32,6.8
2015/08/01 09:00,Taipei,0.42,5.7,20,26,6.9
2015/08/01 10:00,Taipei,0.38,3.6,19,23,5.9
2015/08/01 11:00,Taipei,0.3,2.1,14,16,4.1
2015/08/01 12:00,Taipei,0.32,2,15,17,3.5
2015/08/01 13:00,Taipei,0.24,2.2,12,14,2.9
2015/08/01 14:00,Taipei,0.22,2.1,10,12,2.6
2015/08/01 15:00,Taipei,0.2,2.4,10,13,2.6
2015/08/01 16:00,Taipei,0.37,2.6,20,23,7
2015/08/01 17:00,Taipei,0.51,2.5,34,36,21
2015/08/01 18:00,Taipei,0.63,2,35,37,14
2015/08/01 19:00,Taipei,0.59,1.8,27,29,3.6
2015/08/01 20:00,Taipei,0.6,4,27,31,2.3
2015/08/01 21:00,Taipei,0.68,12,27,39,1.9
2015/08/01 22:00,Taipei,0.73,11,25,35,2
2015/08/01 23:00,Taipei,0.46,5.1,18,24,1.8
2015/08/15 00:00,Taipei,0.51,5.4,17,22,2.4
2015/08/15 01:00,Taipei,0.37,3,16,19,1.9
2015/08/15 02:00,Taipei,0.38,3.1,16,20,2.2
2015/08/15 03:00,Taipei,0.39,4.6,17,22,2.8
2015/08/15 04:00,Taipei,0.37,14,18,31,7
2015/08/15 05:00,Taipei,0.48,15,17,33,6
2015/08/15 06:00,Taipei,0.6,21,19,40,6.8
2015/08/15 07:00,Taipei,0.8,20,23,43,4.7
2015/08/15 08:00,Taipei,0.57,11,21,32,3.9
2015/08/15 09:00,Taipei,0.31,4.7,15,20,3
2015/08/15 10:00,Taipei,0.23,3.7,13,16,2.4
2015/08/15 11:00,Taipei,0.2,2.9,13,16,2.6
2015/08/15 12:00,Taipei,0.16,2.6,11,13,2.4
2015/08/15 13:00,Taipei,0.16,2.8,12,15,2.6
2015/08/15 14:00,Taipei,0.19,3.1,15,18,2.6
2015/08/15 15:00,Taipei,0.26,3.3,18,22,2.5
2015/08/15 16:00,Taipei,0.25,2.9,18,21,2.7
2015/08/15 17:00,Taipei,0.37,2,20,22,3.6
2015/08/15 18:00,Taipei,0.46,2.3,28,31,3.2
2015/08/15 19:00,Taipei,0.42,1.9,23,25,2.9
2015/08/15 20:00,Taipei,0.38,2.2,23,25,2.9
2015/08/15 21:00,Taipei,0.36,2.1,20,22,2.4
2015/08/15 22:00,Taipei,0.53,4.8,24,29,2.5
2015/08/15 23:00,Taipei,0.66,9.9,24,34,2
2015/09/01 00:00,Taipei,1.23,33,28,62,5
2015/09/01 01:00,Taipei,0.93,27,25,52,5.1
2015/09/01 02:00,Taipei,0.68,14,24,37,3
2015/09/01 03:00,Taipei,0.66,10,20,30,2.6
2015/09/01 04:00,Taipei,0.69,15,20,35,2.9
2015/09/01 05:00,Taipei,0.88,29,22,51,3.4
2015/09/01 06:00,Taipei,1.12,41,22,63,3.9
2015/09/01 07:00,Taipei,1.52,46,26,72,4.2
2015/09/01 08:00,Taipei,1.98,37,40,77,4.4
2015/09/01 09:00,Taipei,1,14,28,42,3
2015/09/01 10:00,Taipei,0.7,6.1,26,32,2.6
2015/09/01 11:00,Taipei,0.75,5.8,30,35,3.1
2015/09/01 12:00,Taipei,0.67,5.4,30,36,3.4
2015/09/01 13:00,Taipei,0.68,3.2,28,31,3.4
2015/09/01 14:00,Taipei,0.56,2.2,29,31,5.8
2015/09/01 15:00,Taipei,0.51,2.5,27,30,5.9
2015/09/01 16:00,Taipei,0.7,6.9,38,45,3.1
2015/09/01 17:00,Taipei,0.82,5.6,36,42,2.5
2015/09/01 18:00,Taipei,0.93,2.5,34,37,2.3
2015/09/01 19:00,Taipei,1.17,3.7,43,47,2.5
2015/09/01 20:00,Taipei,1.25,8.9,49,58,3.2
2015/09/01 21:00,Taipei,1.08,6.7,42,49,3.9
2015/09/01 22:00,Taipei,1.51,17,45,62,3.6
2015/09/01 23:00,Taipei,1.44,23,41,64,3.6
2015/09/15 00:00,Taipei,0.29,1.1,12,13,2.1
2015/09/15 01:00,Taipei,0.26,1,11,12,2.2
2015/09/15 02:00,Taipei,0.22,1,9.8,11,2
2015/09/15 03:00,Taipei,0.2,1.2,9.8,11,2.4
2015/09/15 04:00,Taipei,0.22,1.2,10,11,2.4
2015/09/15 05:00,Taipei,0.23,1.2,11,12,2.8
2015/09/15 06:00,Taipei,0.43,9.7,18,28,2.6
2015/09/15 07:00,Taipei,0.81,15,22,38,3.3
2015/09/15 08:00,Taipei,1.11,12,31,42,3.2
2015/09/15 09:00,Taipei,0.69,3.8,23,27,4.5
2015/09/15 10:00,Taipei,0.56,1.8,22,23,6.8
2015/09/15 11:00,Taipei,0.49,1.4,20,22,5.4
2015/09/15 12:00,Taipei,0.4,1.9,16,18,4.5
2015/09/15 13:00,Taipei,0.42,1.7,19,21,4.2
2015/09/15 14:00,Taipei,0.48,2.9,22,25,3.4
2015/09/15 15:00,Taipei,0.49,2.5,25,28,5.2
2015/09/15 16:00,Taipei,0.49,2.7,27,30,6
2015/09/15 17:00,Taipei,0.78,4.4,35,40,6.9
2015/09/15 18:00,Taipei,1.03,5.2,38,44,6.5
2015/09/15 19:00,Taipei,0.83,6,35,41,7.2
2015/09/15 20:00,Taipei,0.65,4.8,28,33,6.7
2015/09/15 21:00,Taipei,0.66,6.1,26,32,5.1
2015/09/15 22:00,Taipei,0.74,5.9,26,32,6.1
2015/09/15 23:00,Taipei,0.58,4.4,23,27,3.5
2015/10/01 00:00,Taipei,0.66,11,24,34,5.8
2015/10/01 01:00,Taipei,0.61,12,25,37,6.1
2015/10/01 02:00,Taipei,0.57,10,24,34,5.7
2015/10/01 03:00,Taipei,0.48,2.8,16,18,3.5
2015/10/01 04:00,Taipei,0.75,8,19,27,3.3
2015/10/01 05:00,Taipei,0.85,19,18,38,3.5
2015/10/01 06:00,Taipei,0.88,27,18,45,6.2
2015/10/01 07:00,Taipei,1.32,29,27,55,7
2015/10/01 08:00,Taipei,1.25,14,33,46,5.6
2015/10/01 09:00,Taipei,0.82,10,28,38,6.1
2015/10/01 10:00,Taipei,0.57,6.2,19,26,6.4
2015/10/01 11:00,Taipei,0.49,3.9,13,17,4.6
2015/10/01 12:00,Taipei,0.51,2.8,14,17,4.1
2015/10/01 13:00,Taipei,0.5,2.5,13,16,4.5
