time,city,CO,NO,NO2,NOx,SO2
2015/11/01 16:00,Chiayi,0.27,2.6,13,16,3.1
2015/11/01 17:00,Chiayi,0.39,4.1,22,26,3.5
2015/11/01 18:00,Chiayi,0.43,5.3,25,30,3.2
2015/11/01 19:00,Chiayi,0.28,3.2,18,21,2.7
2015/11/01 20:00,Chiayi,0.26,3.3,16,20,2.3
2015/11/01 21:00,Chiayi,0.27,2.5,13,16,2.2
2015/11/01 22:00,Chiayi,0.31,2.8,16,19,4.5
2015/11/01 23:00,Chiayi,0.27,2.1,11,14,2.3
2015/11/15 00:00,Chiayi,0.42,1.9,13,15,3
2015/11/15 01:00,Chiayi,0.36,1.7,9.2,11,3.4
2015/11/15 02:00,Chiayi,0.34,1.8,8.7,10,2.9
2015/11/15 03:00,Chiayi,0.35,1.9,10,12,3.5
2015/11/15 04:00,Chiayi,0.38,1.8,10,12,2.9
2015/11/15 05:00,Chiayi,0.38,1.8,10,12,2.8
2015/11/15 06:00,Chiayi,0.44,2.5,13,16,1.8
2015/11/15 07:00,Chiayi,0.48,3.9,16,20,1.9
2015/11/15 08:00,Chiayi,0.44,4.4,13,17,1.5
2015/11/15 09:00,Chiayi,0.44,3.9,12,16,1.6
2015/11/15 10:00,Chiayi,0.41,3.7,11,15,1.3
2015/11/15 11:00,Chiayi,0.42,3.9,12,16,1.3
2015/11/15 12:00,Chiayi,0.42,4.1,12,16,1.3
2015/11/15 13:00,Chiayi,0.39,3.6,9.9,14,1.1
2015/11/15 14:00,Chiayi,0.39,3.4,10,14,1
2015/11/15 15:00,Chiayi,0.42,3.6,15,18,1.9
2015/11/15 16:00,Chiayi,0.44,3.3,15,19,2
2015/11/15 17:00,Chiayi,0.51,2.6,18,21,2.1
2015/11/15 18:00,Chiayi,0.54,3,18,21,1.4
2015/11/15 19:00,Chiayi,0.46,2.5,16,18,0.9
2015/11/15 20:00,Chiayi,0.44,2.4,15,17,0.9
2015/11/15 21:00,Chiayi,0.52,2.5,17,20,1
2015/11/15 22:00,Chiayi,0.5,2.4,16,19,1.1
2015/11/15 23:00,Chiayi,0.46,2.5,14,17,1.2
2015/12/01 00:00,Chiayi,0.28,2,11,13,3.4
2015/12/01 01:00,Chiayi,0.24,1.8,8.4,10,2.5
2015/12/01 02:00,Chiayi,0.21,1.7,4.6,6.3,1.6
2015/12/01 03:00,Chiayi,0.2,0.6,3.7,4.3,1.8
2015/12/01 04:00,Chiayi,0.21,0.4,4.5,4.9,2.1
2015/12/01 05:00,Chiayi,0.25,0.9,6.9,7.7,2.3
2015/12/01 06:00,Chiayi,0.35,2.1,17,19,2.3
2015/12/01 07:00,Chiayi,0.6,8.3,31,39,2.6
2015/12/01 08:00,Chiayi,0.71,11,32,43,2.7
2015/12/01 09:00,Chiayi,0.44,7.9,27,35,5.2
2015/12/01 10:00,Chiayi,0.34,7.4,23,30,8.3
2015/12/01 11:00,Chiayi,0.31,5.3,18,23,7.1
2015/12/01 12:00,Chiayi,0.29,5.1,18,23,9.2
2015/12/01 13:00,Chiayi,0.33,4,15,19,5.8
2015/12/01 14:00,Chiayi,0.3,3.4,15,18,3.5
2015/12/01 15:00,Chiayi,0.31,3.7,19,23,5.1
2015/12/01 16:00,Chiayi,0.36,4.8,26,30,5
2015/12/01 17:00,Chiayi,0.5,4.4,28,32,2.8
2015/12/01 18:00,Chiayi,0.7,11,34,45,3.1
2015/12/01 19:00,Chiayi,0.76,19,35,54,4.4
2015/12/01 20:00,Chiayi,0.71,13,33,46,4.1
2015/12/01 21:00,Chiayi,0.63,9.4,30,39,4.3
2015/12/01 22:00,Chiayi,0.61,6.8,27,34,4.6
2015/12/01 23:00,Chiayi,0.53,3,25,28,4.2
2015/12/15 00:00,Chiayi,0.52,2.6,9.8,12,1.4
2015/12/15 01:00,Chiayi,0.5,2.1,7.6,9.7,1.2
2015/12/15 02:00,Chiayi,0.49,2.1,6.4,8.5,1.2
2015/12/15 03:00,Chiayi,0.48,2,6,8.1,1
2015/12/15 04:00,Chiayi,0.48,2,6,8,1.1
2015/12/15 05:00,Chiayi,0.52,2,7.1,9.1,1.3
2015/12/15 06:00,Chiayi,0.57,2.9,14,17,1.5
2015/12/15 07:00,Chiayi,0.74,7.1,22,30,2
2015/12/15 08:00,Chiayi,0.88,13,27,40,3
2015/12/15 09:00,Chiayi,0.81,14,27,41,3.3
2015/12/15 10:00,Chiayi,0.82,13,28,41,3.8
2015/12/15 11:00,Chiayi,0.85,10,26,36,3.9
2015/12/15 12:00,Chiayi,0.75,5.4,19,24,3.3
2015/12/15 13:00,Chiayi,0.78,5.7,23,28,3.1
2015/12/15 14:00,Chiayi,0.82,7,27,34,3.3
2015/12/15 15:00,Chiayi,0.8,5.9,30,36,2.9
2015/12/15 16:00,Chiayi,0.86,7,32,39,3.4
2015/12/15 17:00,Chiayi,0.98,6.9,34,41,4.2
2015/12/15 18:00,Chiayi,0.99,5.7,34,39,3.9
2015/12/15 19:00,Chiayi,0.9,5.3,36,41,5.8
2015/12/15 20:00,Chiayi,0.91,4.4,36,40,4.9
2015/12/15 21:00,Chiayi,0.8,2.5,18,21,6.3
2015/12/15 22:00,Chiayi,0.79,2.5,14,17,7.6
2015/12/15 23:00,Chiayi,0.74,2.2,9.3,11,7.2
2015/01/01 00:00,Chiayi City,0.66,1.4,10,12,8.6
2015/01/01 01:00,Chiayi City,0.64,1.6,10,12,7.3
2015/01/01 02:00,Chiayi City,0.61,1.6,9.9,12,6.5
2015/01/01 03:00,Chiayi City,0.51,1.1,7.2,8.3,5.6
2015/01/01 04:00,Chiayi City,0.46,0.9,7,7.8,5.4
2015/01/01 05:00,Chiayi City,0.46,1.2,7.4,8.5,5.3
2015/01/01 06:00,Chiayi City,0.5,1.2,9.2,10,6
2015/01/01 07:00,Chiayi City,0.53,1.8,11,13,6.5
2015/01/01 08:00,Chiayi City,0.52,1.6,9.5,11,6.2
2015/01/01 09:00,Chiayi City,0.46,1.8,8.4,10,5.6
2015/01/01 10:00,Chiayi City,0.43,1.8,7.4,9.2,4.8
2015/01/01 11:00,Chiayi City,0.38,1.9,6.8,8.7,4.1
2015/01/01 12:00,Chiayi City,0.35,1.8,6.1,7.8,3.5
2015/01/01 13:00,Chiayi City,0.32,1.6,5.6,7.2,3.2
2015/01/01 14:00,Chiayi City,0.37,1.5,6.4,7.9,3.4
2015/01/01 15:00,Chiayi City,0.37,1.5,7.5,9,3.3
2015/01/01 16:00,Chiayi City,0.35,1.5,8.1,9.5,2.9
2015/01/01 17:00,Chiayi City,0.33,1.5,7.5,9,2.6
2015/01/01 18:00,Chiayi City,0.29,1.2,7.2,8.4,2.4
2015/01/01 19:00,Chiayi City,0.3,1.1,9.9,11,2.1
2015/01/01 20:00,Chiayi City,0.27,1.3,9,10,1.9
2015/01/01 21:00,Chiayi City,0.25,1.5,9.1,11,1.8
2015/01/01 22:00,Chiayi City,0.28,1.4,9.2,11,1.8
2015/01/01 23:00,Chiayi City,0.23,1.3,5.4,6.7,1.8
2015/01/15 00:00,Chiayi City,0.23,1.1,4.6,5.7,0.9
2015/01/15 01:00,Chiayi City,0.23,1.2,4.4,5.5,1.8
2015/01/15 02:00,Chiayi City,0.22,1.2,3.7,4.9,1.7
2015/01/15 03:00,Chiayi City,0.21,1,3.3,4.2,1.6
2015/01/15 04:00,Chiayi City,0.23,1.1,2.7,3.7,1.7
2015/01/15 05:00,Chiayi City,0.25,1.3,4,5.3,1.7
2015/01/15 06:00,Chiayi City,0.34,2,10,12,1.8
2015/01/15 07:00,Chiayi City,0.43,3.7,12,16,1.9
2015/01/15 08:00,Chiayi City,0.4,3.3,9.9,13,2
2015/01/15 09:00,Chiayi City,0.35,3,9,12,2.2
2015/01/15 10:00,Chiayi City,0.31,2.7,7.8,10,2
2015/01/15 11:00,Chiayi City,0.29,2.3,6.8,9.1,2.1
2015/01/15 12:00,Chiayi City,0.28,2,6.6,8.6,1.9
2015/01/15 13:00,Chiayi City,0.28,2,6.2,8.1,1.9
2015/01/15 14:00,Chiayi City,0.27,1.9,5.9,7.8,1.9
2015/01/15 15:00,Chiayi City,0.27,1.7,6.8,8.5,1.7
2015/01/15 16:00,Chiayi City,0.32,2,11,13,1.8
2015/01/15 17:00,Chiayi City,0.47,1.7,19,21,1.8
2015/01/15 18:00,Chiayi City,0.68,5.5,23,28,1.9
2015/01/15 19:00,Chiayi City,0.68,9.8,24,34,2
2015/01/15 20:00,Chiayi City,0.61,7.8,22,30,2
2015/01/15 21:00,Chiayi City,0.75,9.3,24,34,2
2015/01/15 22:00,Chiayi City,0.57,2.9,21,23,1.9
2015/01/15 23:00,Chiayi City,0.36,2.3,9.4,12,2
2015/02/01 00:00,Chiayi City,0.3,1.1,2.6,3.7,1.6
2015/02/01 01:00,Chiayi City,0.25,1.2,1.9,3,1.6
2015/02/01 02:00,Chiayi City,0.22,1.2,1.2,2.4,1.4
2015/02/01 03:00,Chiayi City,0.2,0.9,0.5,1.5,1.5
2015/02/01 04:00,Chiayi City,0.19,0.9,0.7,1.6,1.4
2015/02/01 05:00,Chiayi City,0.19,0.9,1,2,1.3
2015/02/01 06:00,Chiayi City,0.2,1.1,1.9,3.1,1.5
2015/02/01 07:00,Chiayi City,0.25,1.5,5.7,7.2,1.6
2015/02/01 08:00,Chiayi City,0.26,2,6.6,8.6,1.7
2015/02/01 09:00,Chiayi City,0.18,1.3,1.5,2.8,2.3
2015/02/01 10:00,Chiayi City,0.18,1.4,1.4,2.8,2.4
2015/02/01 11:00,Chiayi City,0.2,1.3,2.1,3.4,2.1
2015/02/01 12:00,Chiayi City,0.19,1.4,2,3.3,1.8
2015/02/01 13:00,Chiayi City,0.2,1.4,2.1,3.4,2
2015/02/01 14:00,Chiayi City,0.22,1.5,3.1,4.6,1.8
2015/02/01 15:00,Chiayi City,0.22,1.4,3.8,5.2,2.3
2015/02/01 16:00,Chiayi City,0.25,1.5,4.6,6.1,1.9
2015/02/01 17:00,Chiayi City,0.26,1.2,4.8,6,1.7
2015/02/01 18:00,Chiayi City,0.27,1.1,5.5,6.6,1.8
2015/02/01 19:00,Chiayi City,0.35,1.4,10,11,2.1
2015/02/01 20:00,Chiayi City,0.28,1.1,5.6,6.7,2
2015/02/01 21:00,Chiayi City,0.46,2.3,16,18,2.1
2015/02/01 22:00,Chiayi City,0.41,2.1,13,15,3.5
2015/02/01 23:00,Chiayi City,0.44,1.9,13,15,2.6
2015/02/14 00:00,Chiayi City,0.31,0.9,4.7,5.6,2.7
2015/02/14 01:00,Chiayi City,0.3,0.9,3.9,4.8,2.3
2015/02/14 02:00,Chiayi City,0.3,0.7,4.1,4.8,2.1
2015/02/14 03:00,Chiayi City,0.28,0.7,2.5,3.1,2.1
2015/02/14 04:00,Chiayi City,0.26,0.8,2.5,3.3,1.9
2015/02/14 05:00,Chiayi City,0.26,0.3,2.6,2.8,2
2015/02/14 06:00,Chiayi City,0.27,0.3,3,3.3,2
2015/02/14 07:00,Chiayi City,0.28,0.6,4,4.6,2.1
2015/02/14 08:00,Chiayi City,0.28,0.6,4.6,5.2,2.1
2015/02/14 09:00,Chiayi City,0.27,0.8,4.7,5.5,2
2015/02/14 10:00,Chiayi City,0.27,0.7,4.9,5.7,1.9
2015/02/14 11:00,Chiayi City,0.37,1.4,11,13,3.8
2015/02/14 12:00,Chiayi City,0.46,1.9,14,16,5.9
2015/02/14 13:00,Chiayi City,0.45,1.3,14,15,5.6
2015/02/14 14:00,Chiayi City,0.43,1.4,18,19,8.6
2015/02/14 15:00,Chiayi City,0.39,1.9,23,25,9.7
2015/02/14 16:00,Chiayi City,0.37,4.1,39,43,9.8
2015/02/14 17:00,Chiayi City,0.36,1.7,22,23,6.2
2015/02/14 18:00,Chiayi City,0.34,0.8,8.1,8.8,2.1
2015/02/14 19:00,Chiayi City,0.29,0.6,5.9,6.5,1.7
2015/02/14 20:00,Chiayi City,0.28,0.5,4.3,4.7,1.7
2015/02/14 21:00,Chiayi City,0.27,0.6,4.2,4.8,1.7
2015/02/14 22:00,Chiayi City,0.27,0.5,3.9,4.5,1.5
2015/02/14 23:00,Chiayi City,0.26,0.5,3.6,4.1,1.5
2015/03/01 00:00,Chiayi City,0.21,1.1,2.2,3.3,1.1
2015/03/01 01:00,Chiayi City,0.2,1.1,1.8,2.9,1.2
2015/03/01 02:00,Chiayi City,0.19,1.1,1.4,2.5,1.1
2015/03/01 03:00,Chiayi City,0.19,1,1.6,2.6,1.1
2015/03/01 04:00,Chiayi City,0.24,0.8,1.8,2.5,1
2015/03/01 05:00,Chiayi City,0.25,0.9,1.7,2.6,1
2015/03/01 06:00,Chiayi City,0.27,1.1,2.6,3.7,1.1
2015/03/01 07:00,Chiayi City,0.28,1.2,3.7,4.9,1
2015/03/01 08:00,Chiayi City,0.31,1.4,4.3,5.7,1.2
2015/03/01 09:00,Chiayi City,0.3,1.5,3.6,5.1,1.2
2015/03/01 10:00,Chiayi City,0.32,1.6,3.5,5.1,1.2
2015/03/01 11:00,Chiayi City,0.35,1.6,3.8,5.4,1.3
2015/03/01 12:00,Chiayi City,0.36,1.5,3.9,5.4,1.3
2015/03/01 13:00,Chiayi City,0.36,1.4,3.8,5.2,1.2
2015/03/01 14:00,Chiayi City,0.38,1.6,4.7,6.3,1.1
2015/03/01 15:00,Chiayi City,0.37,1.6,4.6,6.2,1.2
2015/03/01 16:00,Chiayi City,0.38,1.6,5.5,7.1,1.1
2015/03/01 17:00,Chiayi City,0.36,1.5,5.5,7,1.2
2015/03/01 18:00,Chiayi City,0.34,1.5,5,6.5,1.2
2015/03/01 19:00,Chiayi City,0.32,1.4,4.5,5.9,1.2
2015/03/01 20:00,Chiayi City,0.31,1.4,3.8,5.2,1.2
2015/03/01 21:00,Chiayi City,0.29,1,4.1,5,1.3
2015/03/01 22:00,Chiayi City,0.33,1,6.3,7.3,1.2
2015/03/01 23:00,Chiayi City,0.31,1,4,5,1.2
2015/03/15 00:00,Chiayi City,0.81,3.8,27,31,1.8
2015/03/15 01:00,Chiayi City,0.58,2,22,24,2.3
2015/03/15 02:00,Chiayi City,0.43,2.1,26,28,2.8
2015/03/15 03:00,Chiayi City,0.54,2.4,19,22,1.7
2015/03/15 04:00,Chiayi City,0.64,2.6,20,23,1.5
2015/03/15 05:00,Chiayi City,0.59,3.3,20,23,1.7
2015/03/15 06:00,Chiayi City,0.76,5.1,27,32,2.2
2015/03/15 07:00,Chiayi City,0.89,13,31,43,3.2
2015/03/15 08:00,Chiayi City,1.08,17,33,50,2.3
2015/03/15 09:00,Chiayi City,1.1,12,35,47,2.3
2015/03/15 10:00,Chiayi City,0.9,5.9,29,35,2.7
2015/03/15 11:00,Chiayi City,0.57,3.2,16,19,3.2
2015/03/15 12:00,Chiayi City,0.39,2.5,11,13,2.9
2015/03/15 13:00,Chiayi City,0.32,2.1,9.3,11,2.8
2015/03/15 14:00,Chiayi City,0.42,2.5,16,18,2.3
2015/03/15 15:00,Chiayi City,0.33,3.1,19,22,2.1
2015/03/15 16:00,Chiayi City,0.31,2.1,14,16,2.2
2015/03/15 17:00,Chiayi City,0.37,2.1,18,20,1.9
2015/03/15 18:00,Chiayi City,0.31,1.9,21,23,2.5
2015/03/15 19:00,Chiayi City,0.31,1.9,22,24,4
2015/03/15 20:00,Chiayi City,0.38,2,20,22,2.2
2015/03/15 21:00,Chiayi City,0.38,1.8,17,19,2.3
2015/03/15 22:00,Chiayi City,0.34,1.8,21,22,5.1
2015/03/15 23:00,Chiayi City,0.34,2.2,25,28,7.4
2015/04/01 00:00,Chiayi City,0.96,11,34,45,2.2
2015/04/01 01:00,Chiayi City,0.9,16,29,45,4.2
2015/04/01 02:00,Chiayi City,0.63,16,26,42,6.6
2015/04/01 03:00,Chiayi City,0.6,13,22,35,4
2015/04/01 04:00,Chiayi City,0.81,11,27,38,3.3
2015/04/01 05:00,Chiayi City,0.79,8.4,27,35,2.9
2015/04/01 06:00,Chiayi City,0.86,14,26,40,3.3
2015/04/01 07:00,Chiayi City,0.83,21,23,44,2.9
2015/04/01 08:00,Chiayi City,0.95,14,27,40,3.6
2015/04/01 09:00,Chiayi City,0.72,7.7,24,32,4.7
2015/04/01 10:00,Chiayi City,0.65,3.5,14,18,7.4
2015/04/01 11:00,Chiayi City,0.64,2.4,16,18,6.7
2015/04/01 12:00,Chiayi City,0.27,2.3,8.8,11,6.2
2015/04/01 13:00,Chiayi City,0.2,1.9,5.6,7.5,5.4
2015/04/01 14:00,Chiayi City,0.27,1.2,3.4,4.6,3.2
2015/04/01 15:00,Chiayi City,0.24,1.4,4,5.4,3.3
2015/04/01 16:00,Chiayi City,0.17,1.4,4.3,5.7,2.6
2015/04/01 17:00,Chiayi City,0.18,1.5,8.9,10,2.7
2015/04/01 18:00,Chiayi City,0.22,1.5,16,17,4.1
2015/04/01 19:00,Chiayi City,0.33,1.8,13,15,2.4
2015/04/01 20:00,Chiayi City,0.5,3.2,18,21,2.1
2015/04/01 21:00,Chiayi City,0.61,5,18,23,2.2
2015/04/01 22:00,Chiayi City,0.67,8.2,22,31,4.6
2015/04/01 23:00,Chiayi City,0.57,8,21,29,3.2
2015/04/15 00:00,Chiayi City,0.84,2.8,44,47,4.6
2015/04/15 01:00,Chiayi City,0.65,2.4,33,36,2.5
2015/04/15 02:00,Chiayi City,0.53,1.9,26,28,2.4
2015/04/15 03:00,Chiayi City,0.55,1.8,25,26,2.6
2015/04/15 04:00,Chiayi City,0.39,1.5,18,20,1.9
2015/04/15 05:00,Chiayi City,0.42,8,19,27,2.2
2015/04/15 06:00,Chiayi City,0.42,7.5,19,26,2.9
2015/04/15 07:00,Chiayi City,0.55,5,24,29,4.3
2015/04/15 08:00,Chiayi City,0.56,4.7,24,29,4.4
2015/04/15 09:00,Chiayi City,0.65,4.4,29,33,3.9
2015/04/15 10:00,Chiayi City,0.65,4.4,29,33,3.9
2015/04/15 11:00,Chiayi City,0.65,4.4,29,33,3.9
2015/04/15 12:00,Chiayi City,0.32,-0.3,29,-0.6,5.9
2015/04/15 13:00,Chiayi City,0.25,-0.3,29,-0.6,4.3
2015/04/15 14:00,Chiayi City,0.21,-0.3,29,-0.6,3.3
2015/04/15 15:00,Chiayi City,2.2,-0.8,8.6,7.8,4.1
2015/04/15 16:00,Chiayi City,0.25,-0.9,8.8,7.9,4
2015/04/15 17:00,Chiayi City,0.4,1.7,20,22,5
2015/04/15 18:00,Chiayi City,1.06,2.4,42,45,4.6
2015/04/15 19:00,Chiayi City,1.23,2.4,35,37,4.9
2015/04/15 20:00,Chiayi City,0.7,2.7,33,36,5
2015/04/15 21:00,Chiayi City,0.7,2.2,32,34,5.3
2015/04/15 22:00,Chiayi City,0.89,2.6,40,43,5.8
2015/04/15 23:00,Chiayi City,0.73,2.7,30,32,4.9
2015/05/01 00:00,Chiayi City,0.39,1,13,14,3.6
2015/05/01 01:00,Chiayi City,0.39,0.8,12,13,2.8
2015/05/01 02:00,Chiayi City,0.35,1,10,11,2.9
2015/05/01 03:00,Chiayi City,0.36,0.7,12,13,3
2015/05/01 04:00,Chiayi City,0.4,0.8,14,14,3.5
2015/05/01 05:00,Chiayi City,0.43,1.3,19,20,3.5
2015/05/01 06:00,Chiayi City,0.5,2.4,22,24,3.2
2015/05/01 07:00,Chiayi City,0.56,3,23,26,3.7
2015/05/01 08:00,Chiayi City,0.64,3.4,23,27,3.5
2015/05/01 09:00,Chiayi City,0.75,18,35,53,3.3
2015/05/01 10:00,Chiayi City,0.68,5.2,30,35,4.5
2015/05/01 11:00,Chiayi City,0.61,1.5,21,23,5.5
2015/05/01 12:00,Chiayi City,0.55,1.9,26,28,9.5
2015/05/01 13:00,Chiayi City,0.5,1.5,22,24,10
2015/05/01 14:00,Chiayi City,0.46,1.4,18,19,7.1
2015/05/01 15:00,Chiayi City,0.36,1.2,8.8,9.9,4.2
2015/05/01 16:00,Chiayi City,0.3,1,7.1,8,3.9
2015/05/01 17:00,Chiayi City,0.55,1,20,21,2.4
2015/05/01 18:00,Chiayi City,0.54,0.7,19,20,2.2
2015/05/01 19:00,Chiayi City,0.55,1,20,21,2
2015/05/01 20:00,Chiayi City,0.56,1,23,24,2
2015/05/01 21:00,Chiayi City,0.6,1.3,26,28,2.5
2015/05/01 22:00,Chiayi City,1.03,4.3,46,51,4.3
2015/05/01 23:00,Chiayi City,1.04,4.9,46,51,3.5
2015/05/15 00:00,Chiayi City,0.83,13,18,31,2
2015/05/15 01:00,Chiayi City,0.82,15,17,33,2.1
2015/05/15 02:00,Chiayi City,0.83,10,23,33,2.6
2015/05/15 03:00,Chiayi City,0.62,4.5,16,21,1.7
2015/05/15 04:00,Chiayi City,0.45,3.7,13,16,1.8
2015/05/15 05:00,Chiayi City,0.52,8.7,13,22,2
2015/05/15 06:00,Chiayi City,0.72,11,18,29,3.1
2015/05/15 07:00,Chiayi City,0.82,9.5,22,31,5.2
2015/05/15 08:00,Chiayi City,0.45,6.2,16,22,5
2015/05/15 09:00,Chiayi City,0.43,4.9,18,23,7.1
2015/05/15 10:00,Chiayi City,0.32,4.4,14,18,6
2015/05/15 11:00,Chiayi City,0.16,2.4,6.7,9.1,5.3
2015/05/15 12:00,Chiayi City,0.1,2.3,5.3,7.5,3.4
2015/05/15 13:00,Chiayi City,0.1,2.9,4.9,7.8,3.8
2015/05/15 14:00,Chiayi City,0.13,3.3,8.4,12,2.6
2015/05/15 15:00,Chiayi City,0.13,3.5,10,14,2.6
2015/05/15 16:00,Chiayi City,0.12,2.6,6.1,8.8,2.9
2015/05/15 17:00,Chiayi City,0.16,1.9,6,7.9,2.5
2015/05/15 18:00,Chiayi City,0.23,1.5,9.8,11,2.8
2015/05/15 19:00,Chiayi City,0.28,1.8,16,18,4
2015/05/15 20:00,Chiayi City,0.51,4.3,22,26,3.9
2015/05/15 21:00,Chiayi City,0.39,2.1,19,21,3.1
2015/05/15 22:00,Chiayi City,0.39,2.1,17,19,2.9
2015/05/15 23:00,Chiayi City,0.59,5.1,22,27,4.6
2015/06/01 00:00,Chiayi City,0.36,1,10,11,2.2
2015/06/01 01:00,Chiayi City,0.18,0.9,6.6,7.4,2
2015/06/01 02:00,Chiayi City,0.24,1.1,8.5,9.6,1.8
2015/06/01 03:00,Chiayi City,0.24,1.2,10,12,2.3
2015/06/01 04:00,Chiayi City,0.24,1.1,11,12,2.4
2015/06/01 05:00,Chiayi City,0.33,3.3,15,18,2.7
2015/06/01 06:00,Chiayi City,0.42,5.4,17,22,2.5
2015/06/01 07:00,Chiayi City,0.6,10,19,29,3
2015/06/01 08:00,Chiayi City,0.25,3,11,14,3.6
2015/06/01 09:00,Chiayi City,0.26,2.3,13,15,3.5
2015/06/01 10:00,Chiayi City,0.3,4.9,17,22,3.8
2015/06/01 11:00,Chiayi City,0.4,3.1,16,19,3.2
2015/06/01 12:00,Chiayi City,0.28,2.2,12,15,3.8
2015/06/01 13:00,Chiayi City,0.24,1.9,12,14,3.5
2015/06/01 14:00,Chiayi City,0.19,1.7,11,12,3.8
2015/06/01 15:00,Chiayi City,0.17,1.6,9.7,11,4.2
2015/06/01 16:00,Chiayi City,0.16,1.4,8.8,10,4.1
2015/06/01 17:00,Chiayi City,0.16,0.8,8.5,9.3,3.4
2015/06/01 18:00,Chiayi City,0.2,0.8,8.5,9.3,3.5
2015/06/01 19:00,Chiayi City,0.34,1.5,13,15,3.4
2015/06/01 20:00,Chiayi City,0.66,8.6,20,28,2.9
2015/06/01 21:00,Chiayi City,0.61,13,18,31,3.2
2015/06/01 22:00,Chiayi City,0.52,13,15,27,2.3
2015/06/01 23:00,Chiayi City,0.57,17,14,31,2.2
2015/06/15 00:00,Chiayi City,0.63,2.3,23,26,1.7
2015/06/15 01:00,Chiayi City,0.59,1.8,21,23,3.1
2015/06/15 02:00,Chiayi City,0.59,2.2,22,24,3.1
2015/06/15 03:00,Chiayi City,0.59,3.4,22,26,2.4
2015/06/15 04:00,Chiayi City,0.45,4.3,17,21,2.1
2015/06/15 05:00,Chiayi City,0.37,2.4,13,15,2
2015/06/15 06:00,Chiayi City,0.39,3.5,13,17,2.9
2015/06/15 07:00,Chiayi City,0.46,5.2,15,20,4.4
2015/06/15 08:00,Chiayi City,0.38,4.7,13,18,5
2015/06/15 09:00,Chiayi City,0.25,5.5,12,17,5.8
2015/06/15 10:00,Chiayi City,0.15,2.9,4.8,7.6,4.1
2015/06/15 11:00,Chiayi City,0.15,1.7,4.6,6.2,4.2
2015/06/15 12:00,Chiayi City,0.1,1.6,2.7,4.3,3
2015/06/15 13:00,Chiayi City,0.07,1.6,1.9,3.5,2.2
2015/06/15 14:00,Chiayi City,0.08,2,2.4,4.4,2.3
2015/06/15 15:00,Chiayi City,0.07,2.2,3.2,5.4,2
2015/06/15 16:00,Chiayi City,0.09,2.7,5.9,8.6,2.2
2015/06/15 17:00,Chiayi City,0.12,3.2,12,15,2.7
2015/06/15 18:00,Chiayi City,0.11,1.7,5.9,7.5,2.8
2015/06/15 19:00,Chiayi City,0.4,3.9,14,18,2.3
2015/06/15 20:00,Chiayi City,0.53,5.4,20,25,2.5
2015/06/15 21:00,Chiayi City,0.61,2.8,29,32,5.5
2015/06/15 22:00,Chiayi City,0.53,2,27,29,7.2
2015/06/15 23:00,Chiayi City,0.68,3,33,36,5.8
2015/07/01 00:00,Chiayi City,0.18,0.9,9.4,10,3.9
2015/07/01 01:00,Chiayi City,0.15,0.8,7.8,8.6,2.4
2015/07/01 02:00,Chiayi City,0.14,1,7.8,8.8,2.4
2015/07/01 03:00,Chiayi City,0.12,0.5,6.4,6.9,2
2015/07/01 04:00,Chiayi City,0.11,0.5,6.2,6.7,1.8
2015/07/01 05:00,Chiayi City,0.11,0.7,5.8,6.5,1.7
2015/07/01 06:00,Chiayi City,0.11,1.2,5.6,6.8,2.1
2015/07/01 07:00,Chiayi City,0.13,1.4,5.1,6.5,2
2015/07/01 08:00,Chiayi City,0.15,1,4.6,5.6,2
2015/07/01 09:00,Chiayi City,0.17,1.2,6.2,7.4,2.5
2015/07/01 10:00,Chiayi City,0.17,1.5,7.3,8.8,2.9
2015/07/01 11:00,Chiayi City,0.14,1.2,5.3,6.5,2.5
2015/07/01 12:00,Chiayi City,0.11,0.8,3.6,4.3,1.8
2015/07/01 13:00,Chiayi City,0.11,0.7,3.2,3.9,1.9
2015/07/01 14:00,Chiayi City,0.11,0.9,2.5,3.4,1.8
2015/07/01 15:00,Chiayi City,0.12,0.8,3.7,4.4,1.9
2015/07/01 16:00,Chiayi City,0.12,0.6,3.6,4.3,1.9
2015/07/01 17:00,Chiayi City,0.12,0.6,3.1,3.7,1.6
2015/07/01 18:00,Chiayi City,0.16,0.6,7.1,7.6,2
2015/07/01 19:00,Chiayi City,0.22,0.5,13,13,2.9
2015/07/01 20:00,Chiayi City,0.26,0.8,16,16,3.2
2015/07/01 21:00,Chiayi City,0.28,0.7,13,14,2.3
2015/07/01 22:00,Chiayi City,0.26,0.7,11,12,2.1
2015/07/01 23:00,Chiayi City,0.22,0.5,8.5,9,2
2015/07/15 00:00,Chiayi City,0.63,4.8,28,33,3.9
2015/07/15 01:00,Chiayi City,0.46,2.6,24,27,4.7
2015/07/15 02:00,Chiayi City,0.42,2.2,25,27,5.7
2015/07/15 03:00,Chiayi City,0.26,1,13,14,2.9
2015/07/15 04:00,Chiayi City,0.32,1,16,17,3.4
2015/07/15 05:00,Chiayi City,0.38,3.9,20,24,4.5
2015/07/15 06:00,Chiayi City,0.48,8.1,19,27,4.9
2015/07/15 07:00,Chiayi City,0.53,7,20,27,7.8
2015/07/15 08:00,Chiayi City,0.38,4,17,21,4.8
2015/07/15 09:00,Chiayi City,0.25,2.6,13,16,4.2
2015/07/15 10:00,Chiayi City,0.21,1.5,5.9,7.4,3.8
